t,close,alpha,P60
1534464000,286.73,-10.877309647081557,-10.124284317833965
1534464060,286.44,-6.68882538203075,-13.633980073413099
1534464120,286.05,0.6502971540767177,-22.07273491696471
1534464180,285.42,-11.212931507545987,20.279720279720024
1534464240,286.0,-0.4604526726104119,-0.3496625756138627
1534464300,285.99,-7.383460413536991,-0.0
1534464360,285.99,0.985188798721115,44.903926482872116
1534464420,287.28,24.26185645306722,0.34808033694377905
1534464480,287.29,1.4423610340608128,-0.0
1534464540,287.29,0.14263051881124866,5.9138662770452655
1534464600,287.46,7.749480990790758,12.507817385866149
1534464660,287.82,6.033263710631953,-27.173913043476716
1534464720,287.04,0.0,8.006405124098004
1534464780,287.27,-9.163132240298522,-1.0444227823414032
1534464840,287.24,0.15840304387282345,1.0443137118376633
1534464900,287.27,2.993770106969329,-0.0
1534464960,287.27,11.274742676168348,-0.0
1534465020,287.27,-8.6837959418673,-0.3481166887131515
1534465080,287.26,7.1082206809647275,0.34810457061218436
1534465140,287.27,-4.0657351861694835,-0.0
1534465200,287.27,4.051562462905611,-0.0
1534465260,287.27,-0.015820006294964273,8.00000000000023
1534465320,287.5,17.243834142790515,-8.35480052913784
1534465380,287.26,-15.540113708149006,-0.0
1534465440,287.26,0.015817378871130217,8.347826086957388
1534465500,287.5,-0.015817353852254357,-0.0
1534465560,287.5,0.0,-0.34783818567474256
1534465620,287.49,0.015817378871130217,0.347826086956049
1534465680,287.5,-0.015817353852254357,-0.34783818567474256
1534465740,287.49,-8.73119313652193,0.347826086956049
1534465800,287.5,0.0,-8.006405124099114
1534465860,287.27,0.0,0.34809245335498673
1534465920,287.28,0.0,-0.3481045706132946
1534465980,287.27,0.0,0.34809245335498673
1534466040,287.28,0.0,-0.0
1534466100,287.28,0.0,15.986654618754814
1534466160,287.74,0.0,-0.0
1534466220,287.74,5.461764482381781,-0.0
1534466280,287.74,3.2910923736850783,9.027777777776969
1534466340,288.0,0.5219726771032995,11.445219019872166
1534466400,288.33,0.7908264136013976,15.582796592561454
1534466460,288.78,7.116874901154091,-0.0
1534466520,288.78,2.0545239035962837,-0.34629636042504686
1534466580,288.77,0.0,-0.0
1534466640,288.77,0.0,0.3462843687229711
1534466700,288.78,0.0,-0.34629636042504686
1534466760,288.77,0.0,0.3462843687229711
1534466820,288.78,0.0,16.248919619706868
1534466880,289.25,-9.417267096447635,5.873816598714887
1534466940,289.42,9.141461748201074,6.560546942440126
1534467000,289.61,0.0,-11.407632743363205
1534467060,289.28,0.0,-21.47855608674476
1534467120,288.66,-9.101510281862568,0.6928086462509864
1534467180,288.68,1.217803335833434,4.1551246537396835
1534467240,288.8,0.9804495202914154,16.938020671298794
1534467300,289.29,0.01581215163914962,21.730132450330508
1534467360,289.92,20.144649334468134,24.77291494632383
1534467420,290.64,0.0,4.127115146512761
1534467480,290.76,0.0,33.933161953727534
1534467540,291.75,6.62774183367576,8.561643835616195
1534467600,292.0,10.313505330221684,-19.902546153318657
1534467660,291.42,0.07876819151375614,-16.15397834679566
1534467720,290.95,0.330823798520008,-5.846344315290075
1534467780,290.78,0.0,0.3438907802899571
1534467840,290.79,-3.9224952741012675,41.43835616438274
1534467900,292.0,5.594506982102843,13.338349464755428
1534467960,292.39,1.4805341263102179,-15.414126190311794
1534468020,291.94,0.0,-32.30240549828123
1534468080,291.0,-0.01574803149662074,9.955714236672408
1534468140,291.29,0.015748056296782664,-0.0
1534468200,291.29,0.0,12.343562489283144
1534468260,291.65,14.960629921259017,13.012361743656164
1534468320,292.03,5.031842125953201,-0.3424422984732445
1534468380,292.02,-12.086064092287074,9.579199452618425
1534468440,292.3,0.0,-16.10526676489865
1534468500,291.83,-1.4791479478404312,-0.0
1534468560,291.83,-9.537194270757832,0.6852835360648957
1534468620,291.85,0.0,-10.97657187939749
1534468680,291.53,2.0006269681349664,-2.058530895114874
1534468740,291.47,0.0,12.678179824560099
1534468800,291.84,0.0,6.506180871828082
1534468860,292.03,0.0,-4.110856085777215
1534468920,291.91,0.0,-8.914795131151898
1534468980,291.65,0.0,0.6857064490706222
1534469040,291.67,12.206108409142935,19.84602224123111
1534469100,292.25,14.1103628581285,16.738402678144748
1534469160,292.74,-2.010681746779097,6.48619124022809
1534469220,292.93,-2.623838912002574,2.3890784982927293
1534469280,293.0,-0.01571573380765301,-0.0
1534469340,293.0,4.023234177374935,-0.34130857708314366
1534469400,292.99,0.6283775292192928,0.34129692832784997
1534469460,293.0,-0.015708451146512203,7.16210224753544
1534469520,293.21,-9.974882147159025,-0.0
1534469580,293.21,-2.5001415174441544,-0.34106412005519005
1534469640,293.2,-1.6514497369479741,-14.345242161351024
1534469700,292.78,-12.804782129935965,-5.467842252750987
1534469760,292.62,-2.2681237261490406,-5.470833618272941
1534469820,292.46,-2.221374983851776,-10.953652358458577
1534469880,292.14,-7.658355407571538,-0.0
1534469940,292.14,2.9174518817565165,18.791212545696823
1534470000,292.69,7.8669399337849555,10.580204778156688
1534470060,293.0,0.01575301788570016,-1.0239956309510134
1534470120,292.97,3.15059861373701,-0.0
1534470180,292.97,2.9133858267726964,-0.0
1534470240,292.97,-3.6367357541511325,-2.3898941618316627
1534470300,292.9,-7.323365157160255,-13.332877508460683
1534470360,292.51,-1.3869428784429871,1.7090511348105686
1534470420,292.56,-11.049793427185817,-0.3418219107831355
