t,close,alpha,P60
1541116800,197.96,0.0,-0.0
1541116860,197.96,1.00882723833573,-0.5051780752718393
1541116920,197.95,0.04728400665676702,0.5051525560728631
1541116980,197.96,-0.04728378308005432,-0.0
1541117040,197.96,0.40979472436530884,-1.5156873642196977
1541117100,197.93,0.0472820690644582,-0.0
1541117160,197.93,0.11032430617730071,1.515457668216369
1541117220,197.96,0.0,-0.0
1541117280,197.96,4.0031520882588545,1.0102030508118975
1541117340,197.98,-1.6856924099728499,1.0101010101015717
1541117400,198.0,2.395032199000724,-0.5050760139391208
1541117460,197.99,-0.04725905365265959,0.5050505050496756
1541117520,198.0,2.4102231267986163,-0.0
1541117580,198.0,0.015749296400358048,-0.5050760139391208
1541117640,197.99,0.0,3.029537995455911
1541117700,198.05,0.7717143082119904,8.072246607133682
1541117760,198.21,0.0,-3.028009084027339
1541117820,198.15,0.8346469836961745,1.0092344956336152
1541117880,198.17,6.345937025629134,-0.5046427129595799
1541117940,198.16,0.06294702221243398,2.522577064729692
1541118000,198.21,0.1731032214502548,1.0089290218429081
1541118060,198.23,0.015736384093578693,-0.0
1541118120,198.23,-3.0843264287439,-0.5044899606487796
1541118180,198.22,-0.5981661485188194,-0.0
1541118240,198.22,-2.1409332264965553,-0.0
1541118300,198.22,1.5273161276696534,3.0260238047208343
1541118360,198.28,0.03148624523552357,-0.5043627376810633
1541118420,198.27,0.0,-0.0
1541118480,198.27,-1.385390428211286,-0.5043881771427117
1541118540,198.26,0.2204335613242847,-0.5044136191667548
1541118600,198.25,-0.22042870233662804,0.5043881771404912
1541118660,198.26,0.01574525438030605,-2.0179598425995593
1541118720,198.22,-0.01574522958902591,0.504464510920899
1541118780,198.23,1.385582385469153,-0.5044899606487796
1541118840,198.22,-0.01574307304852418,0.504464510920899
1541118900,198.23,0.01574309783203276,2.0174509507242533
1541118960,198.27,0.0,8.063296880511661
1541119020,198.43,0.0,0.5039306591403392
1541119080,198.44,0.0,-0.0
1541119140,198.44,0.0,-0.0
1541119200,198.44,0.0,-0.0
1541119260,198.44,0.0,-0.0
1541119320,198.44,0.0,10.571356657438358
1541119380,198.65,9.634760705290457,-0.0
1541119440,198.65,-0.9751310135697189,-0.0
1541119500,198.65,2.3908769170288835,5.53431273898064
1541119560,198.76,0.7705589855033779,-0.5031446540870732
1541119620,198.75,0.0,7.541478129713397
1541119680,198.9,0.7704996139645814,-9.561672789493159
1541119740,198.71,0.0,-9.066639802548515
1541119800,198.53,0.0,-0.5037275841224265
1541119860,198.52,0.0,6.5441731688897775
1541119920,198.65,0.0,-0.0
1541119980,198.65,1.556603773584797,0.503372596395435
1541120040,198.66,0.0,3.5223670306439026
1541120100,198.73,1.7764530363995057,8.547008547009627
1541120160,198.9,1.9333178248759353,10.546933855658525
1541120220,199.11,0.6443147084467249,0.5022097227802558
1541120280,199.12,16.73538914100936,14.042126379137931
1541120340,199.4,6.839848707567153,12.521913348360059
1541120400,199.65,0.0,-14.546548956659855
1541120460,199.36,-13.576285083175543,17.525411847177928
1541120520,199.71,0.0,-17.05371921552956
1541120580,199.37,-0.7064242218735028,-12.052428062070408
1541120640,199.13,-3.9405556968508115,9.031157493352149
1541120700,199.31,-0.43975719120736834,-0.5017561465114895
1541120760,199.3,0.0,-7.029524000803367
1541120820,199.16,0.0,-0.5021340697952681
1541120880,199.15,0.0,-14.58312380569149
1541120940,198.86,0.0,0.5028410519425375
1541121000,198.87,2.780015926193702,-0.0
1541121060,198.87,2.22967540950636,-0.0
1541121120,198.87,0.07849219630484683,-0.0
1541121180,198.87,0.0,-0.5028663381279053
1541121240,198.86,-0.015698316040424487,0.5028410519425375
1541121300,198.87,0.015698340685155188,-0.5028663381279053
1541121360,198.86,-0.015698316040424487,-0.0
1541121420,198.86,0.6436319681002445,0.5028410519425375
1541121480,198.87,1.145905115915724,-0.0
1541121540,198.87,0.0,-0.5028663381279053
1541121600,198.86,-0.01569553179647798,-0.0
1541121660,198.86,0.0,0.5028410519425375
1541121720,198.87,0.0,-0.0
1541121780,198.87,0.015695556432326896,4.0211108318666255
1541121840,198.95,0.0,-0.5026641198346837
1541121900,198.94,0.0,-4.022930705018801
1541121960,198.86,0.0,7.035175879396283
1541122020,199.0,1.1614693529038433,10.541639475930564
1541122080,199.21,0.03138741804020739,0.5019576347753407
1541122140,199.22,1.5693659761462087,-0.0
1541122200,199.22,-2.761650713949404,-0.0
1541122260,199.22,1.0202095667422029,-0.0
1541122320,199.22,1.6478627220473108,-0.0
1541122380,199.22,-0.01569134496670621,-1.0040160642565965
1541122440,199.2,-0.015691369590342674,-9.547258931712488
1541122500,199.01,-3.7659346108209757,3.014015170542672
1541122560,199.07,0.0,-0.0
1541122620,199.07,0.01569730571304717,-3.0149238731724814
1541122680,199.01,-2.9667861229742964,-0.0
1541122740,199.01,-0.015701939504175755,-0.0
1541122800,199.01,0.9421178495205851,-0.5025125628144167
1541122860,199.0,1.9939615934738697,0.5024873121950435
1541122920,199.01,-0.7534730397917855,-0.0
1541122980,199.01,1.2087874135402465,-0.0
1541123040,199.01,0.48659585389021487,1.5072347266886776
1541123100,199.04,2.4328608874446545,-0.0
1541123160,199.04,-1.1298282504124124,0.5023863350928082
1541123220,199.05,0.0,-0.5024115755647429
1541123280,199.04,-2.8091959578968595,0.5023863350928082
1541123340,199.05,0.0,-0.0
1541123400,199.05,-0.7221191370987423,-0.0
1541123460,199.05,-1.0518581781193692,-0.0
1541123520,199.05,0.0,-0.5024115755647429
1541123580,199.04,-0.01570102731829337,0.5023863350928082
1541123640,199.05,0.015701051971905855,-0.5024115755647429
1541123700,199.04,0.0,0.5023863350928082
1541123760,199.05,0.0,-0.0
1541123820,199.05,0.0,-0.0
1541123880,199.05,0.0,-0.0
1541123940,199.05,0.0,-0.0
1541124000,199.05,0.0,-0.0
1541124060,199.05,0.0,-0.5024115755647429
1541124120,199.04,0.0,0.5023863350928082
1541124180,199.05,1.5229996498655751,-0.0
1541124240,199.05,0.015698636417482703,-0.0
1541124300,199.05,0.0,-0.0
1541124360,199.05,0.0,-0.0
1541124420,199.05,0.0,-0.5024115755647429
1541124480,199.04,-1.5384639536319966,-0.0
