t,close,alpha,P60
1526860800,714.14,-0.011741416438004748,-0.0
1526860860,714.14,0.011741430223644045,1.6800604821776144
1526860920,714.26,0.0,10.349650349650297
1526860980,715.0,25.995495992654494,1.3984058173688307
1526861040,715.1,-15.06031151188747,-1.3986013986011514
1526861100,715.0,-3.5185910623092287,-0.0
1526861160,715.0,1.2436731063925066,-3.4977264777902306
1526861220,714.75,-0.011731306164275423,0.1399071016838782
1526861280,714.76,0.011731319926600037,-3.218899136494535
1526861340,714.53,0.0,1.1194917507462154
1526861400,714.61,-0.011731306164275423,-0.13993842709281168
1526861460,714.6,0.0,0.13993646884258304
1526861520,714.61,0.0,-0.0
1526861580,714.61,-0.21116375866880865,-0.0
1526861640,714.61,0.0,1.9587268275622627
1526861700,714.75,0.0,-0.13991101659227567
1526861760,714.74,-0.01173156765399419,-0.0
1526861820,714.74,0.011731581417429027,0.1399090591114316
1526861880,714.75,-8.740017902373332,-1.8191486384377953
1526861940,714.62,-1.8434673154410497,-0.13993646884369326
1526862000,714.61,0.01174399500092349,-0.13993842709281168
1526862060,714.6,-0.011743981209733079,-13.452160753322229
1526862120,713.64,0.01174399500092349,-6.449984576124557
1526862180,713.18,-0.011743981209733079,-2.5245441795229695
1526862240,713.0,-3.49971051052278,-0.42077506767324024
1526862300,712.97,-2.725560707752539,0.4207573632530881
1526862360,713.0,-4.0189478112595545,6.447453255964408
1526862420,713.46,-7.371033367151725,-3.785807428595689
1526862480,713.19,0.011764705882821858,-4.909937713932777
1526862540,712.84,0.0,1.6831238779180246
1526862600,712.96,-0.01176469204167141,-0.9819186690807058
1526862660,712.89,-5.882352941176672,-2.104554255408786
1526862720,712.74,0.0,-3.228024869825763
1526862780,712.51,0.011771630370471797,-12.78808319280511
1526862840,711.6,-5.403171979786459,8.705175367161866
1526862900,712.22,-4.440298595358438,3.228296722577184
1526862960,712.45,-0.011783212457983083,-0.5614744318593878
1526863020,712.41,0.011783226341322006,-5.758426966291363
1526863080,712.0,0.0,0.14044746562524857
1526863140,712.01,0.0,-3.6529680365293693
1526863200,711.75,-0.011783212457983083,-0.7025432064056147
1526863260,711.7,0.011783226341322006,-0.0
1526863320,711.7,-0.011783212457983083,6.318893491539246
1526863380,712.15,0.011783226341322006,-1.9662645187557004
1526863440,712.01,0.0,0.14044549310421317
1526863500,712.02,0.0,-3.934020850309139
1526863560,711.74,-0.011783212457983083,-0.0
1526863620,711.74,0.011783226341322006,-0.0
1526863680,711.74,-13.256114014363884,-3.232561734902717
1526863740,711.51,-0.4719541260589377,-3.514889070102001
1526863800,711.26,-5.899705014749124,-14.925373134326847
1526863860,710.2,-3.376623376624144,1.2670880907783566
1526863920,710.29,0.4487938075925513,3.5184507557628475
1526863980,710.54,6.826083670306016,-4.787383835538339
1526864040,710.2,-3.8827847473821286,10.970772736222933
1526864100,710.98,3.8842929347171484,0.2812939521801283
1526864160,711.0,0.0,3.936565065796316
1526864220,711.28,0.0118017773487189,-0.14059358611984152
1526864280,711.27,1.9944980178943084,10.25280898876435
1526864340,712.0,0.011799410029045276,-14.064697609001975
1526864400,711.0,-0.011799396106848548,-0.0
1526864460,711.0,2.3480825958710483,-0.0
1526864520,711.0,2.371124656275203,-0.0
1526864580,711.0,9.022290364428809,-4.643505424459793
1526864640,710.67,-9.732933489657869,-0.14071426561290679
1526864700,710.66,-4.883002551191451,-6.336154095265556
1526864760,710.21,-0.35401362952436344,-0.0
1526864820,710.21,-0.011800872085077074,-0.0
1526864880,710.21,0.0,-0.42242811681747483
1526864940,710.18,0.0,-0.0
1526865000,710.18,-4.649549088145966,-0.14081135502719277
1526865060,710.17,-3.624557260920591,0.14080937227212154
1526865120,710.18,0.0,-0.0
1526865180,710.18,0.01181065628408362,-0.0
1526865240,710.18,-0.011810642334131316,-0.0
1526865300,710.18,0.0,-13.959587698639808
1526865360,709.19,0.01181065628408362,2.537462819121039
1526865420,709.37,0.0,-2.679150568263289
1526865480,709.18,3.6140565540798697,10.00154953584409
1526865540,709.89,5.903187721369996,-0.14086887924813496
1526865600,709.88,0.0,0.14086689487102788
1526865660,709.89,0.0,1.5492957746476854
1526865720,710.0,5.0029498525061555,-0.0
1526865780,710.0,0.0,-0.0
1526865840,710.0,0.0,-0.14084705418415666
1526865900,709.99,0.0,-0.4225590174100624
1526865960,709.96,0.0,-0.0
1526866020,709.96,-0.011793509795410273,0.14085102187366694
1526866080,709.97,0.011793523704284326,-0.0
1526866140,709.97,0.0,-0.14085300580335414
1526866200,709.96,0.0,-13.5401974612126
1526866260,709.0,-16.782164439265166,-2.398318355598672
1526866320,708.83,-0.011813335129007285,6.908024586927963
1526866380,709.32,0.011813349085620928,-1.6920473773263112
1526866440,709.2,0.0,-7.478798312332557
1526866500,708.67,0.0,7.61410583607236
1526866560,709.21,-0.011813335129007285,-0.8460833392098799
1526866620,709.15,0.0,-0.7051191651386013
1526866680,709.1,1.1813349084466296,-0.0
1526866740,709.1,-0.011811953697371536,9.580433373720387
1526866800,709.78,9.626753634246477,-7.472682410996079
1526866860,709.25,-0.011800607495615623,-0.0
1526866920,709.25,0.011800621420032797,3.805389559138339
1526866980,709.52,-0.011800607495615623,-0.5637932006541391
1526867040,709.48,0.0,-2.9607906720996446
